freq,product,nrg_cons,unit,tax,currency,geo\TIME_PERIOD	2020-S2 	2021-S1 	2021-S2 	2022-S1 	2022-S2 	2023-S1 	2023-S2 	2024-S1 	2024-S2 	2025-S1 
S,6000,MWH500-1999,KWH,X_VAT,NAC,MK	4.6620 	4.6381 	7.5476 	10.3909 	19.7924 	10.4158 	7.1847 	6.1902 	8.9651 	7.7977 
S,6000,MWH500-1999,KWH,X_VAT,NAC,MT	0.1342 	0.1345 	0.1401 	0.1347 	0.1348 	0.1411 	0.1411 	0.1409 	0.1346 	0.1348 p
S,6000,MWH500-1999,KWH,X_VAT,NAC,NL	0.1089 	0.1185 	0.1296 	0.1773 	0.1861 	0.2448 	0.2177 	0.2093 	0.2105 	0.2046 
S,6000,MWH500-1999,KWH,X_VAT,NAC,NO	0.5172 	0.8249 	1.2182 	1.4641 	2.1778 	1.2916 	0.9484 	1.0068 	0.8043 	0.9562 
S,6000,MWH500-1999,KWH,X_VAT,NAC,PL	0.4818 	0.4953 	0.5067 	0.7210 	0.8062 	0.9861 	0.9449 	0.8994 	0.9021 	0.8443 
S,6000,MWH500-1999,KWH,X_VAT,NAC,PT	0.1114 	0.1066 	0.1186 	0.1202 	0.1359 	0.0954 	0.1161 	0.1149 	0.1332 	0.1322 
S,6000,MWH500-1999,KWH,X_VAT,NAC,RO	0.4951 	0.4860 	0.6386 	1.1607 d	1.7571 d	0.8790 	0.8521 	0.7956 	0.8305 	0.8602 
S,6000,MWH500-1999,KWH,X_VAT,NAC,RS	9.3538 	9.3517 	10.2649 	11.3333 	13.7546 	16.2382 	17.4860 	17.9537 	15.6008 	16.5324 
S,6000,MWH500-1999,KWH,X_VAT,NAC,SE	0.6936 	0.7198 	0.9976 	1.1745 	1.6440 	1.2116 	1.0467 	1.0729 	0.9788 	1.0692 
S,6000,MWH500-1999,KWH,X_VAT,NAC,SI	0.0976 	0.0920 	0.0999 	0.1585 	0.1968 	0.2213 	0.2047 	0.1725 	0.1802 	0.1555 
S,6000,MWH500-1999,KWH,X_VAT,NAC,SK	0.1316 	0.1275 	0.1345 	0.2160 	0.2429 	0.2687 	0.2330 	0.1883 	0.2061 	0.1967 
S,6000,MWH500-1999,KWH,X_VAT,NAC,TR	0.5711 	0.6293 	0.8430 	1.9199 	3.6140 	3.0285 	2.9739 	3.0984 	3.5850 	3.7074 
S,6000,MWH500-1999,KWH,X_VAT,NAC,UA	1.8394 	1.9930 	: 	: 	: 	: 	: 	: 	: 	: 
S,6000,MWH500-1999,KWH,X_VAT,NAC,XK	0.0679 	0.0673 	0.0676 	0.0670 	0.0676 	0.0730 	0.0785 	0.0772 	0.0759 	: 
S,6000,MWH500-1999,KWH,X_VAT,PPS,AL	0.2017 e	0.1990 e	0.1990 e	0.1998 	0.1998 	0.2010 e	0.2014 e	0.2036 	0.2048 e	0.2253 
S,6000,MWH500-1999,KWH,X_VAT,PPS,AT	0.1036 	0.1074 	0.1107 	0.1400 	0.1566 e	0.2313 e	0.2201 e	0.1754 e	0.1770 e	0.1767 e
S,6000,MWH500-1999,KWH,X_VAT,PPS,BA	0.1426 	0.1459 	0.1391 	0.1424 	0.1714 	0.1672 	0.1632 	0.1753 	0.1735 	0.1866 
S,6000,MWH500-1999,KWH,X_VAT,PPS,BE	0.1062 	0.1092 	0.1293 	0.1749 	0.2130 	0.2038 	0.1934 	0.1586 	0.1608 	0.1728 
S,6000,MWH500-1999,KWH,X_VAT,PPS,BG	0.1565 	0.1786 	0.2833 	0.3146 	0.3235 	0.2476 	0.2259 	0.1881 	0.2190 	0.2072 
S,6000,MWH500-1999,KWH,X_VAT,PPS,CY	0.1489 	0.1654 	0.2123 	0.2695 	0.3489 	0.3020 	0.3026 	0.2730 	0.2831 	0.2542 
S,6000,MWH500-1999,KWH,X_VAT,PPS,CZ	0.1169 	0.1193 	0.1189 	0.2003 	0.2344 	0.2353 	0.2207 	0.2307 	0.2408 	0.2272 
S,6000,MWH500-1999,KWH,X_VAT,PPS,DE	0.1645 	0.1641 	0.1674 	0.1920 	0.1851 	0.1958 	0.1944 	0.2070 	0.2108 	0.2043 
S,6000,MWH500-1999,KWH,X_VAT,PPS,DK	0.0515 	0.0597 	0.0876 	0.1204 	0.1705 	0.1012 	0.0880 	0.0798 	0.0972 	0.0945 
S,6000,MWH500-1999,KWH,X_VAT,PPS,EA	0.1298 	0.1327 	0.1492 	0.1859 	0.2105 	0.2139 	0.1998 	0.1860 	0.1939 	0.1906 
S,6000,MWH500-1999,KWH,X_VAT,PPS,EE	0.1088 	0.1193 	0.1863 	0.1984 	0.3155 	0.1769 	0.1750 	0.1588 	0.1617 	0.1570 
S,6000,MWH500-1999,KWH,X_VAT,PPS,EL	0.1280 	0.1419 	0.2727 	0.2807 	0.2986 	0.2319 	0.2233 	0.1914 	0.2475 	0.2421 
S,6000,MWH500-1999,KWH,X_VAT,PPS,ES	0.1251 	0.1144 	0.1559 	0.2008 	0.2332 	0.1713 	0.1647 	0.1498 	0.1589 	0.1575 
S,6000,MWH500-1999,KWH,X_VAT,PPS,EU27_2020	0.1303 	0.1335 	0.1504 	0.1924 	0.2241 	0.2239 	0.2087 	0.1932 	0.2004 	0.1954 
S,6000,MWH500-1999,KWH,X_VAT,PPS,FI	0.0600 	0.0535 	0.0643 	0.0648 	0.0922 	0.0772 	0.0714 	0.0724 	0.0655 	0.0669 
S,6000,MWH500-1999,KWH,X_VAT,PPS,FR	0.0876 	0.0971 	0.0937 	0.1174 	0.1169 	0.2328 	0.1953 	0.1649 	0.1634 	0.1506 
S,6000,MWH500-1999,KWH,X_VAT,PPS,HR	0.1587 	0.1592 	0.1748 	0.2388 	0.3669 	0.4394 	0.3461 	0.3349 	0.3366 	0.3242 
S,6000,MWH500-1999,KWH,X_VAT,PPS,HU	0.1507 	0.1412 	0.1598 	0.2452 	0.3621 	0.4630 	0.4080 	0.3267 	0.3416 	0.3061 
S,6000,MWH500-1999,KWH,X_VAT,PPS,IE	0.1102 	0.1261 	0.1569 	0.1844 	0.2419 	0.2364 	0.2169 	0.2131 	0.2156 	0.2302 
S,6000,MWH500-1999,KWH,X_VAT,PPS,IS	0.0517 	0.0360 e	0.0477 e	0.0474 e	0.0507 e	0.0539 e	0.0531 e	0.0574 e	0.0633 e	: 
S,6000,MWH500-1999,KWH,X_VAT,PPS,IT	0.1524 	0.1595 	0.1890 	0.2575 	0.3452 	0.2541 	0.2380 	0.2165 	0.2364 	0.2442 
S,6000,MWH500-1999,KWH,X_VAT,PPS,LT	0.1505 	0.1534 	0.2006 	0.2591 	0.4775 	0.2217 	0.2152 	0.2186 	0.2108 	0.2048 
S,6000,MWH500-1999,KWH,X_VAT,PPS,LU	0.0725 	0.0737 	0.0764 	0.1014 	0.1167 	0.1915 	0.1770 	0.1548 	0.1551 	0.1345 
S,6000,MWH500-1999,KWH,X_VAT,PPS,LV	0.1429 	0.1371 	0.1781 	0.1628 	0.2810 	0.1835 	0.1884 	0.1822 	0.1889 	0.1784 
S,6000,MWH500-1999,KWH,X_VAT,PPS,ME	0.1307 	0.1719 	0.1277 	0.1633 	0.1668 	0.1606 	0.1495 	0.1496 	0.1508 	0.1546 p
S,6000,MWH500-1999,KWH,X_VAT,PPS,MK	0.1646 	0.1637 	0.2577 	0.3548 	0.6900 	0.3536 	0.2460 	0.2076 	0.2874 	0.2500 
S,6000,MWH500-1999,KWH,X_VAT,PPS,MT	0.1530 	0.1534 	0.1587 	0.1543 	0.1521 	0.1573 	0.1573 	0.1552 	0.1482 	0.1482 p
S,6000,MWH500-1999,KWH,X_VAT,PPS,NL	0.0934 	0.1020 	0.1116 	0.1515 	0.1590 	0.2083 	0.1852 	0.1786 	0.1796 	0.1746 
S,6000,MWH500-1999,KWH,X_VAT,PPS,NO	0.0342 	0.0545 	0.0840 	0.1010 	0.1518 	0.0946 	0.0699 	0.0708 	0.0567 	0.0661 
S,6000,MWH500-1999,KWH,X_VAT,PPS,PL	0.1798 	0.1848 	0.1841 	0.2485 	0.2778 	0.3424 	0.3281 	0.2931 	0.2940 	0.2726 
S,6000,MWH500-1999,KWH,X_VAT,PPS,PT	0.1309 	0.1253 	0.1385 	0.1403 	0.1587 	0.1116 	0.1377 	0.1390 	0.1618 	0.1603 
S,6000,MWH500-1999,KWH,X_VAT,PPS,RO	0.1937 	0.1902 	0.2441 	0.4209 d	0.6371 d	0.3187 	0.3090 	0.2830 	0.2930 	0.2899 
S,6000,MWH500-1999,KWH,X_VAT,PPS,RS	0.1496 	0.1496 	0.1603 	0.1770 	0.2152 	0.2408 	0.2554 	0.2499 	0.2186 	0.2299 
S,6000,MWH500-1999,KWH,X_VAT,PPS,SE	0.0524 	0.0547 	0.0758 	0.0893 	0.1250 	0.0899 	0.0775 	0.0789 	0.0724 	0.0795 
S,6000,MWH500-1999,KWH,X_VAT,PPS,SI	0.1161 	0.1094 	0.1178 	0.1869 	0.2317 	0.2575 	0.2413 	0.1994 	0.2092 	0.1782 
S,6000,MWH500-1999,KWH,X_VAT,PPS,SK	0.1635 	0.1584 	0.1662 	0.2669 	0.3019 	0.3243 	0.2938 	0.2324 	0.2575 	0.2453 
S,6000,MWH500-1999,KWH,X_VAT,PPS,TR	0.1737 	0.1914 	0.2023 	0.4606 	0.4983 	0.4081 	0.4008 	0.2779 	0.1981 	0.2049 
